note: This is not a comprehensive list of all Taco Bells. This is a list of all locations that have a store page on tacobell.com,,,,,,,,,,,,,,
data is current as of 28 August 2017,,,,,,,,,,,,,,
storeid,name,location-name,address,city,state,zip,phone,latitude,longitude,drive-thru,open-late,delivery,breakfast,combo w/
004609,Taco Bell #004609 - 23475 Sussex Hwy.,23475 Sussex Hwy.,23475 Sussex Hwy.,Seaford,DE,19973,(302) 629-6704,38.65337281,-75.59372221,yes,yes,no,yes,
004610,Taco Bell #004610 - 1086 W Patrick St.,1086 W Patrick St.,1086 W Patrick St.,Frederick,MD,21703,(301) 662-1839,39.41692403,-77.44555418,yes,yes,no,yes,
004613,Taco Bell #004613 - 1800 Hamilton Blvd,1800 Hamilton Blvd,1800 Hamilton Blvd,Sioux City,IA,51103,(712) 255-9514,42.50986822,-96.41639463,yes,yes,no,yes,
004615,Taco Bell #004615 - 7210 W. Broad St.,7210 W. Broad St.,7210 W. Broad St.,Richmond,VA,23230,(804) 755-7458,37.59094,-77.50532,yes,yes,no,yes,
004618,Taco Bell #004618 - 2211 N Reynolds Rd,2211 N Reynolds Rd,2211 N Reynolds Rd,Bryant,AR,72022,(501) 847-0155,34.61538076,-92.49885549,yes,yes,no,yes,
004620,Taco Bell #004620 - 871 Germantown Pkwy,871 Germantown Pkwy,871 Germantown Pkwy,Cordova,TN,38018,(901) 758-2669,35.14896395,-89.7959134,yes,yes,no,yes,
004623,Taco Bell #004623 - 1804 W University Dr,1804 W University Dr,1804 W University Dr,Edinburg,TX,78539,(956) 383-1005,26.30369104,-98.1814,yes,yes,no,yes,
004629,Taco Bell #004629 - 4915 Watt Ave,4915 Watt Ave,4915 Watt Ave,North Highlands,CA,95660,(916) 338-1730,38.65438012,-121.3834333,yes,yes,no,yes,
004631,"Taco Bell #004631 - 1601 Hwy 270, Ste #219",1601 Hwy 270,"1601 Hwy 270, Ste #219",Malvern,AR,72104,(501) 337-1266,34.38346233,-92.82816573,yes,yes,no,yes,
004634,Taco Bell #004634 - 4050 Marlton Ave,4050 Marlton Ave,4050 Marlton Ave,Los Angeles,CA,90008,(323) 291-0148,34.01119724,-118.3384529,yes,yes,yes,yes,
004636,Taco Bell #004636 - 228 E Seventh,228 E Seventh,228 E Seventh,Long Beach,CA,90813,(562) 432-3660,33.77509118,-118.1903066,yes,yes,yes,yes,
004640,Taco Bell #004640 - 1501 Governor's Place,1501 Governor's Place,1501 Governor's Place,Bear,DE,19701,(302) 834-4563,39.63291568,-75.66163668,yes,yes,no,yes,
004642,Taco Bell #004642 - 2250 S University Dr.,2250 S University Dr.,2250 S University Dr.,Davie,FL,33324,(954) 370-3492,26.09306589,-80.25040855,yes,yes,no,yes,
004646,Taco Bell #004646 - 1201 N Keller,1201 N Keller,1201 N Keller,Effingham,IL,62401,(217) 342-5500,39.13686143,-88.56506644,yes,yes,no,yes,
004647,Taco Bell #004647 - 8030 Gratiot Rd.,8030 Gratiot Rd.,8030 Gratiot Rd.,Saginaw,MI,48609,(989) 781-5200,43.41630406,-84.07199849,yes,yes,no,yes,
004653,Taco Bell #004653 - 1065 E New Circle Rd,1065 E New Circle Rd,1065 E New Circle Rd,Lexington,KY,40505,(859) 231-6486,38.0367053,-84.45383549,yes,yes,no,yes,
004655,Taco Bell #004655 - 610 N Webster St,610 N Webster St,610 N Webster St,Taylorville,IL,62568,(217) 287-1077,39.55517603,-89.29705314,yes,yes,no,yes,
004659,Taco Bell #004659 - 1280 S Shannon St,1280 S Shannon St,1280 S Shannon St,Van Wert,OH,45891,(419) 238-1400,40.85189672,-84.60023508,yes,yes,no,yes,
004660,Taco Bell #004660 - 17250 Bear Valley Rd,17250 Bear Valley Rd,17250 Bear Valley Rd,Victorville,CA,92392,(760) 951-0177,34.47134895,-117.2863041,yes,yes,no,yes,
004663,Taco Bell #004663 - 4655 Riverdale Road,4655 Riverdale Road,4655 Riverdale Road,Memphis,TN,38141,(901) 368-6919,35.02127532,-89.83173422,yes,yes,no,yes,
004665,Taco Bell #004665 - 1124 Randolph St,1124 Randolph St,1124 Randolph St,Thomasville,NC,27360,(336) 476-8226,35.85806825,-80.07325687,yes,yes,no,yes,
004672,Taco Bell #004672 - 3464 N. Rice Street,3464 N. Rice Street,3464 N. Rice Street,Saint Paul,MN,55126,(651) 481-9322,45.0466252,-93.10587488,yes,yes,yes,yes,
004678,Taco Bell #004678 - 3653 E Grand River,3653 E Grand River,3653 E Grand River,Howell,MI,48843,(517) 548-9640,42.58959812,-83.88072915,yes,yes,no,yes,
004680,Taco Bell #004680 - 102 S Walton Blvd,102 S Walton Blvd,102 S Walton Blvd,Bentonville,AR,72712,(479) 271-2399,36.37210112,-94.22202744,yes,yes,no,yes,
004681,Taco Bell #004681 - 1535 E 71st St,1535 E 71st St,1535 E 71st St,Tulsa,OK,74136,(918) 495-1825,36.0612166,-95.96988299,yes,yes,no,yes,
004683,Taco Bell #004683 - 402 N 12th St,402 N 12th St,402 N 12th St,Murray,KY,42071,(270) 753-8758,36.6158215,-88.31460044,yes,yes,no,yes,
004685,Taco Bell #004685 - 1991 Mt Zion Rd,1991 Mt Zion Rd,1991 Mt Zion Rd,Decatur,IL,62521,(217) 864-3550,39.81831557,-88.87881763,yes,yes,no,yes,
004696,Taco Bell #004696 - 2030 N Mitchell,2030 N Mitchell,2030 N Mitchell,Cadillac,MI,49601,(231) 779-1380,44.27949991,-85.40604464,yes,yes,no,yes,
004699,Taco Bell #004699 - 8095 Oswego Rd,8095 Oswego Rd,8095 Oswego Rd,Liverpool,NY,13090,(315) 622-0224,43.16305394,-76.2356097,yes,yes,no,yes,
004704,Taco Bell #004704 - 4101 Jamboree Rd,4101 Jamboree Rd,4101 Jamboree Rd,Newport Beach,CA,92660,(949) 724-0133,33.65968582,-117.8611467,yes,yes,yes,yes,
004714,Taco Bell #004714 - 854 Statler Blvd,854 Statler Blvd,854 Statler Blvd,Staunton,VA,24401,(540) 886-5496,38.13849448,-79.06686638,yes,yes,no,yes,
004715,Taco Bell #004715 - 8300 NE Vancouver Plaza Dr,8300 NE Vancouver Plaza Dr,8300 NE Vancouver Plaza Dr,Vancouver,WA,98662,(360) 944-7173,45.65347384,-122.5880831,yes,yes,no,yes,
004718,Taco Bell #004718 - 800 E Broadway St,800 E Broadway St,800 E Broadway St,Campbellsville,KY,42718,(270) 789-4545,37.34804924,-85.33483364,yes,yes,no,yes,
004720,Taco Bell #004720 - 1430 W Locust,1430 W Locust,1430 W Locust,Cabot,AR,72023,(501) 843-0186,34.97937064,-92.03046173,yes,yes,no,yes,
004721,Taco Bell #004721 - 9270 Plainfield Rd,9270 Plainfield Rd,9270 Plainfield Rd,Cincinnati,OH,45236,(513) 984-8390,39.22810819,-84.39404637,yes,yes,no,yes,
004723,Taco Bell #004723 - 2152 Rockford St,2152 Rockford St,2152 Rockford St,Mount Airy,NC,27030,(336) 719-2222,36.47585534,-80.61960143,yes,yes,no,yes,
004725,Taco Bell #004725 - 450 Dual Hwy,450 Dual Hwy,450 Dual Hwy,Hagerstown,MD,21740,(301) 733-8898,39.63833024,-77.71025642,yes,yes,no,yes,
004726,Taco Bell #004726 - 1665 S Pleasant Valley Rd,1665 S Pleasant Valley Rd,1665 S Pleasant Valley Rd,Winchester,VA,22601,(540) 722-6506,39.16670097,-78.16482774,yes,yes,no,yes,
004727,Taco Bell #004727 - 377 N Canal Blvd,377 N Canal Blvd,377 N Canal Blvd,Thibodaux,LA,70301,(985) 446-5791,29.80479415,-90.81600845,yes,yes,no,yes,
004730,Taco Bell #004730 - 910 Elmridge Center Dr,910 Elmridge Center Dr,910 Elmridge Center Dr,Rochester,NY,14626,(585) 227-9750,43.21396132,-77.72592992,yes,yes,no,yes,
004740,Taco Bell #004740 - 5161 S. Cobb Dr.,5161 S. Cobb Dr.,5161 S. Cobb Dr.,Smyrna,GA,30080,(404) 794-2525,33.8294594,-84.49174583,yes,yes,no,yes,
004741,Taco Bell #004741 - 9637 Highway 78,9637 Highway 78,9637 Highway 78,Ladson,SC,29456,(843) 569-2001,32.98907469,-80.10040104,yes,yes,no,yes,
004748,Taco Bell #004748 - 3091 Solomons Island Rd,3091 Solomons Island Rd,3091 Solomons Island Rd,Edgewater,MD,21037,(410) 956-5952,38.93978019,-76.56381552,yes,yes,no,yes,
004749,Taco Bell #004749 - 5013 W Main,5013 W Main,5013 W Main,Kalamazoo,MI,49009,(269) 373-1266,42.29576711,-85.64876273,yes,yes,no,yes,
004752,Taco Bell #004752 - 1160 N McLean Blvd,1160 N McLean Blvd,1160 N McLean Blvd,Elgin,IL,60123,(847) 931-9055,42.0605647,-88.31586494,yes,yes,no,no,
004753,Taco Bell #004753 - 391 Bells Hwy,391 Bells Hwy,391 Bells Hwy,Walterboro,SC,29488,(843) 549-1632,32.91546911,-80.67344181,yes,yes,no,no,
004758,Taco Bell #004758 - 1440 Martin Luther King Jr Way,1440 Martin Luther King Jr Way,1440 Martin Luther King Jr Way,Merced,CA,95340,(209) 383-3399,37.29771101,-120.4814277,yes,yes,no,yes,
004759,Taco Bell #004759 - 925 East FM 802,925 East FM 802,925 East FM 802,Brownsville,TX,78520,(956) 548-2005,25.94948956,-97.50693016,yes,yes,no,yes,
004760,Taco Bell #004760 - 4908 Hardy St,4908 Hardy St,4908 Hardy St,Hattiesburg,MS,39402,(601) 268-6444,31.32260222,-89.36489542,yes,yes,no,yes,
004762,Taco Bell #004762 - 3236 Western Branch Blvd,3236 Western Branch Blvd,3236 Western Branch Blvd,Chesapeake,VA,23321,(757) 483-0589,36.86491254,-76.40728399,yes,yes,no,yes,
004773,Taco Bell #004773 - 2304 Princeton St,2304 Princeton St,2304 Princeton St,Ottawa,KS,66067,(785) 242-9032,38.57897215,-95.26818842,yes,yes,no,yes,
004775,Taco Bell #004775 - 12820 Jefferson Davis Hwy,12820 Jefferson Davis Hwy,12820 Jefferson Davis Hwy,Chester,VA,23831,(804) 768-6106,37.35194229,-77.41271228,yes,yes,no,yes,
004778,Taco Bell #004778 - 8091 Ocean Gateway,8091 Ocean Gateway,8091 Ocean Gateway,Easton,MD,21601,(410) 822-3118,38.77131675,-76.05974436,yes,yes,no,yes,
004779,Taco Bell #004779 - 1217 N Bright Leaf Blvd,1217 N Bright Leaf Blvd,1217 N Bright Leaf Blvd,Smithfield,NC,27577,(919) 989-8877,35.51995954,-78.31256349,yes,yes,no,yes,
004782,Taco Bell #004782 - 2515 High Point Rd.,2515 High Point Rd.,2515 High Point Rd.,Greensboro,NC,27403,(336) 294-0100,36.05461916,-79.8313107,yes,yes,no,yes,
004787,Taco Bell #004787 - 208 E Corsicana,208 E Corsicana,208 E Corsicana,Athens,TX,75751,(903) 675-7162,32.20402319,-95.85347436,yes,yes,no,yes,
004789,Taco Bell #004789 - 6789 Clinton Highway,6789 Clinton Highway,6789 Clinton Highway,Knoxville,TN,37912,(865) 947-8990,36.00674995,-84.02767806,yes,yes,no,yes,
004791,Taco Bell #004791 - 1225 Burkemont Ave,1225 Burkemont Ave,1225 Burkemont Ave,Morganton,NC,28655,(828) 439-2445,35.71527291,-81.69620536,yes,yes,no,yes,
004793,Taco Bell #004793 - 2541 Murfreesboro Rd,2541 Murfreesboro Rd,2541 Murfreesboro Rd,Nashville,TN,37217,(615) 360-9710,36.07649983,-86.6414801,yes,yes,no,yes,
004794,Taco Bell #004794 - 3740 Battleground Ave,3740 Battleground Ave,3740 Battleground Ave,Greensboro,NC,27410,(336) 288-3740,36.13513016,-79.85886544,yes,yes,no,yes,
004795,Taco Bell #004795 - 10917 Carolina Place Pkwy,10917 Carolina Place Pkwy,10917 Carolina Place Pkwy,Pineville,NC,28134,(704) 542-9008,35.08552485,-80.87948419,yes,yes,yes,yes,
004796,Taco Bell #004796 - 1079 E Stuart Dr.,1079 E Stuart Dr.,1079 E Stuart Dr.,Galax,VA,24333,(276) 238-1533,36.68606924,-80.88666111,yes,yes,no,yes,
004801,Taco Bell #004801 - 3716 Brewerton Road,3716 Brewerton Road,3716 Brewerton Road,North Syracuse,NY,13212,(315) 455-1327,43.11671768,-76.14440559,yes,yes,no,yes,
004802,Taco Bell #004802 - 1485 N Montebello Blvd,1485 N Montebello Blvd,1485 N Montebello Blvd,Montebello,CA,90640,(323) 721-3666,34.03365235,-118.0919954,yes,yes,no,yes,
004804,Taco Bell #004804 - 651 E Broadway,651 E Broadway,651 E Broadway,Missoula,MT,59802,(406) 728-6667,46.86932561,-113.9861584,yes,yes,no,yes,
004805,Taco Bell #004805 - 1606 Navajo Blvd,1606 Navajo Blvd,1606 Navajo Blvd,Holbrook,AZ,86025,(928) 524-6576,34.91857557,-110.1503912,yes,yes,no,yes,
004806,Taco Bell #004806 - 905 S Jefferson,905 S Jefferson,905 S Jefferson,Mount Pleasant,TX,75455,(903) 572-3366,33.14826856,-94.96825536,yes,yes,no,yes,
004807,Taco Bell #004807 - 1782 1st Street,1782 1st Street,1782 1st Street,Kennett,MO,63857,(573) 888-1740,36.2373943,-90.03407666,yes,yes,no,yes,
004811,Taco Bell #004811 - 1410 S Azusa Ave,1410 S Azusa Ave,1410 S Azusa Ave,West Covina,CA,91791,(626) 918-6650,34.04902519,-117.9077274,yes,yes,no,yes,
004812,Taco Bell #004812 - 48 Washington St,48 Washington St,48 Washington St,Norwell,MA,2061,(781) 982-0711,42.17319228,-70.88152796,yes,yes,no,yes,
004814,Taco Bell #004814 - 7373 Northwoods Blvd,7373 Northwoods Blvd,7373 Northwoods Blvd,North Charleston,SC,29406,(843) 572-7330,32.93572467,-80.04548375,yes,yes,no,yes,
004819,Taco Bell #004819 - 23146 Valencia Blvd,23146 Valencia Blvd,23146 Valencia Blvd,Santa Clarita,CA,91355,(661) 287-1673,34.42119542,-118.5421756,yes,yes,no,yes,
004826,Taco Bell #004826 - 650 Sawdust Rd,650 Sawdust Rd,650 Sawdust Rd,Spring,TX,77380,(281) 363-3600,30.1271033,-95.45260645,yes,yes,yes,yes,
004840,Taco Bell #004840 - 7649 S Harlem Ave,7649 S Harlem Ave,7649 S Harlem Ave,Bridgeview,IL,60455,(708) 233-1117,41.75220905,-87.79942815,yes,yes,no,no,
004841,Taco Bell #004841 - 10221 Hull Street Rd,10221 Hull Street Rd,10221 Hull Street Rd,Midlothian,VA,23112,(804) 674-5831,37.44167349,-77.58543849,yes,yes,no,yes,
004842,Taco Bell #004842 - 849 S Broad St,849 S Broad St,849 S Broad St,Brooksville,FL,34601,(352) 799-0700,28.54597779,-82.4000891,yes,yes,no,yes,
004843,Taco Bell #004843 - 1715 Galleria Blvd,1715 Galleria Blvd,1715 Galleria Blvd,Franklin,TN,37067,(615) 771-7745,35.96453021,-86.81154817,yes,yes,no,yes,
004847,Taco Bell #004847 - 98-1005 Moanalua Rd,98-1005 Moanalua Rd,98-1005 Moanalua Rd,Aiea,HI,96701,(808) 487-6462,21.385406,-157.941604,no,no,no,no,
004848,Taco Bell #004848 - 3250 Center Rd,3250 Center Rd,3250 Center Rd,Brunswick,OH,44212,(330) 273-2297,41.23790111,-81.80281962,yes,yes,no,yes,
004850,Taco Bell #004850 - 13910 Grove Dr,13910 Grove Dr,13910 Grove Dr,Maple Grove,MN,55311,(763) 494-9268,45.1045145,-93.45710376,yes,yes,yes,yes,
004858,Taco Bell #004858 - 1025 Hampton Rd,1025 Hampton Rd,1025 Hampton Rd,McDonough,GA,30253,(770) 914-9435,33.42989815,-84.17856936,yes,yes,no,yes,
004859,Taco Bell #004859 - 810 Dakota Ave,810 Dakota Ave,810 Dakota Ave,South Sioux City,NE,68776,(402) 494-4944,42.48131366,-96.41266018,yes,yes,no,yes,
004863,Taco Bell #004863 - 172 Turnersburg Hwy,172 Turnersburg Hwy,172 Turnersburg Hwy,Statesville,NC,28625,(704) 872-9560,35.81169499,-80.87524067,yes,yes,no,yes,
004865,Taco Bell #004865 - 4-927 Kuhio Hwy,4-927 Kuhio Hwy,4-927 Kuhio Hwy,Kapaa,HI,96746,(808) 822-3770,22.064133,-159.3198904,no,yes,no,no,
004879,Taco Bell #004879 - 8823 Greenback Lane,8823 Greenback Lane,8823 Greenback Lane,Orangevale,CA,95662,(916) 987-7076,38.67890801,-121.2293378,yes,yes,no,yes,
004881,Taco Bell #004881 - 1557 W Broad St,1557 W Broad St,1557 W Broad St,Columbus,OH,43222,(614) 276-0334,39.95683752,-83.04169156,yes,yes,yes,yes,
004882,Taco Bell #004882 - 4770 Saw Mill Rd,4770 Saw Mill Rd,4770 Saw Mill Rd,Columbus,OH,43235,(614) 798-8332,40.06629613,-83.09258088,yes,yes,no,yes,
004884,Taco Bell #004884 - 4220 Franklin Rd SW,4220 Franklin Rd SW,4220 Franklin Rd SW,Roanoke,VA,24014,(540) 989-9523,37.2227961,-79.96768378,yes,yes,no,yes,
004897,Taco Bell #004897 - 4690 River Road N,4690 River Road N,4690 River Road N,Keizer,OR,97303,(503) 390-0071,44.99177217,-123.0260557,yes,yes,no,yes,
004898,Taco Bell #004898 - 6970 Mission Blvd,6970 Mission Blvd,6970 Mission Blvd,Rubidoux,CA,92509,(951) 681-0123,34.01155735,-117.4364474,yes,yes,no,yes,
004900,Taco Bell #004900 - 2323 Crestview Dr,2323 Crestview Dr,2323 Crestview Dr,Hudson,WI,54016,(715) 386-3006,44.96128334,-92.7239116,yes,yes,no,yes,
004905,Taco Bell #004905 - 6720 Stage Rd,6720 Stage Rd,6720 Stage Rd,Bartlett,TN,38134,(901) 382-9778,35.20555764,-89.83938662,yes,yes,no,yes,
004907,Taco Bell #004907 - 3311 2nd St S,3311 2nd St S,3311 2nd St S,Saint Cloud,MN,56301,(320) 251-4744,45.54998226,-94.19873227,yes,yes,no,yes,
004908,Taco Bell #004908 - 1500 Diamond Hill Rd,1500 Diamond Hill Rd,1500 Diamond Hill Rd,Woonsocket,RI,2895,(401) 766-1082,42.01606942,-71.48015336,yes,yes,no,yes,
004910,Taco Bell #004910 - 578 Richie Hwy,578 Richie Hwy,578 Richie Hwy,Severna Park,MD,21146,(410) 647-8150,39.07531106,-76.54456563,yes,yes,no,yes,
004913,Taco Bell #004913 - 1453 University Ave S,1453 University Ave S,1453 University Ave S,Fairbanks,AK,99709,(907) 474-9526,64.83547281,-147.8132612,yes,yes,no,yes,
004939,Taco Bell #004939 - 2505 US Highway 70 SE,2505 US Highway 70 SE,2505 US Highway 70 SE,Hickory,NC,28602,(828) 324-6530,35.70124935,-81.28842424,yes,yes,no,yes,
004941,Taco Bell #004941 - 308 E Main St,308 E Main St,308 E Main St,Ravenna,OH,44266,(330) 296-0288,41.15722321,-81.23913194,yes,yes,no,yes,
004943,Taco Bell #004943 - 4811 Navy Rd,4811 Navy Rd,4811 Navy Rd,Millington,TN,38053,(901) 872-3040,35.34099759,-89.90288888,yes,yes,no,yes,
004945,Taco Bell #004945 - 4710 S Peoria Ave,4710 S Peoria Ave,4710 S Peoria Ave,Tulsa,OK,74105,(918) 742-0090,36.09582096,-95.97619615,yes,yes,no,yes,
004946,Taco Bell #004946 - 1009 Allen St,1009 Allen St,1009 Allen St,Kelso,WA,98626,(360) 425-3726,46.14413541,-122.9008797,yes,yes,no,yes,
004947,Taco Bell #004947 - 220 Business Loop 70 E,220 Business Loop 70 E,220 Business Loop 70 E,Columbia,MO,65203,(573) 449-1421,38.9643091,-92.33436365,yes,yes,no,yes,
004948,Taco Bell #004948 - 5401 S Cooper St,5401 S Cooper St,5401 S Cooper St,Arlington,TX,76017,(817) 472-9404,32.65927037,-97.1339554,yes,yes,no,yes,
004955,Taco Bell #004955 - 675 Belmont St,675 Belmont St,675 Belmont St,Brockton,MA,2301,(508) 588-2400,42.07060643,-71.04593394,yes,yes,no,yes,
004958,Taco Bell #004958 - 8251 SW Wilsonville Rd,8251 SW Wilsonville Rd,8251 SW Wilsonville Rd,Wilsonville,OR,97070,(503) 682-2896,45.303192,-122.7630689,yes,yes,no,yes,
004959,Taco Bell #004959 - 795 S. 2nd St.,795 S. 2nd St.,795 S. 2nd St.,Coshocton,OH,43812,(740) 622-0024,40.26286539,-81.86988898,yes,yes,no,yes,
004961,Taco Bell #004961 - 124 Providence Highway,124 Providence Highway,124 Providence Highway,East Walpole,MA,2032,(508) 668-9501,42.15411938,-71.20486714,yes,yes,no,yes,
004976,Taco Bell #004976 - 7881 Brewerton Rd,7881 Brewerton Rd,7881 Brewerton Rd,Cicero,NY,13039,(315) 452-3334,43.1517332,-76.12533065,yes,yes,no,yes,
004977,Taco Bell #004977 - 6957 W 38th Street,6957 W 38th Street,6957 W 38th Street,Indianapolis,IN,46254,(317) 291-8332,39.82255015,-86.28159651,yes,yes,no,yes,
004979,Taco Bell #004979 - 6745 Madison Ave,6745 Madison Ave,6745 Madison Ave,Fair Oaks,CA,95628,(916) 863-3229,38.66386858,-121.3066352,yes,yes,no,yes,
004982,Taco Bell #004982 - 837 W Morton,837 W Morton,837 W Morton,Jacksonville,IL,62650,(217) 243-8331,39.7228775,-90.23925289,yes,yes,no,yes,
004985,Taco Bell #004985 - 1091 N 21st St,1091 N 21st St,1091 N 21st St,Newark,OH,43055,(740) 366-6352,40.07846158,-82.4287713,yes,yes,no,yes,
004986,Taco Bell #004986 - 205 Ann Arbor Rd,205 Ann Arbor Rd,205 Ann Arbor Rd,Plymouth,MI,48170,(734) 451-2149,42.35859535,-83.46154167,yes,yes,no,yes,
004990,Taco Bell #004990 - 9664 N Newport Hwy,9664 N Newport Hwy,9664 N Newport Hwy,Spokane,WA,99218,(509) 468-1485,47.747615,-117.403036,yes,yes,no,yes,
005007,Taco Bell #005007 - 790 N Ventura,790 N Ventura,790 N Ventura,Port Hueneme,CA,93041,(805) 488-3144,34.15458033,-119.1948715,yes,yes,no,yes,
005008,Taco Bell #005008 - 4721 Lake Rd,4721 Lake Rd,4721 Lake Rd,Brockport,NY,14420,(585) 637-0740,43.19956858,-77.94383083,yes,yes,no,yes,
005011,Taco Bell #005011 - 736 Horizon Dr,736 Horizon Dr,736 Horizon Dr,Grand Junction,CO,81506,(970) 245-5956,39.11063071,-108.540334,yes,yes,no,yes,
005013,Taco Bell #005013 - 3320 Kitsap Way,3320 Kitsap Way,3320 Kitsap Way,Bremerton,WA,98312,(360) 478-2003,47.57193679,-122.6601917,yes,yes,no,yes,
005018,Taco Bell #005018 - 28020 Wixom Rd,28020 Wixom Rd,28020 Wixom Rd,Wixom,MI,48393,(248) 380-0127,42.49519454,-83.5351374,yes,yes,no,yes,
005029,Taco Bell #005029 - 1429 Fulton Rd,1429 Fulton Rd,1429 Fulton Rd,Santa Rosa,CA,95403,(707) 542-2372,38.45466974,-122.7700091,yes,yes,no,yes,
005032,Taco Bell #005032 - 1217 S Baltimore,1217 S Baltimore,1217 S Baltimore,Kirksville,MO,63501,(660) 665-9234,40.18533233,-92.57162152,yes,yes,no,yes,
005033,Taco Bell #005033 - 1073 N 3rd St,1073 N 3rd St,1073 N 3rd St,Chatsworth,GA,30705,(706) 517-1133,34.78513569,-84.77177288,yes,yes,no,yes,
005037,Taco Bell #005037 - 1243 Crossing Meadows Rd,1243 Crossing Meadows Rd,1243 Crossing Meadows Rd,Onalaska,WI,54650,(608) 783-3337,43.87013955,-91.21037096,yes,yes,no,yes,
005053,Taco Bell #005053 - 414 E Exchange St,414 E Exchange St,414 E Exchange St,Akron,OH,44304,(330) 762-8080,41.07091666,-81.50882404,yes,yes,no,yes,
005058,Taco Bell #005058 - 8450 Joiner Way,8450 Joiner Way,8450 Joiner Way,Eden Prairie,MN,55344,(952) 942-5766,44.85143032,-93.43201981,yes,yes,yes,yes,
005064,Taco Bell #005064 - 737 Veterans Memorial Hwy SW,737 Veterans Memorial Hwy SW,737 Veterans Memorial Hwy SW,Mableton,GA,30126,(770) 944-3194,33.81892426,-84.57570434,yes,yes,no,yes,
005069,Taco Bell #005069 - 222 Hwy. 66 East,222 Hwy. 66 East,222 Hwy. 66 East,Tell City,IN,47586,(812) 547-7879,37.93621142,-86.75634317,yes,yes,no,yes,
005070,Taco Bell #005070 - 718 North Highway Street,718 North Highway Street,718 North Highway Street,Madison,NC,27025,(336) 548-8226,36.39601145,-79.96893637,yes,yes,no,no,
005083,Taco Bell #005083 - 2425 N. Ocean Ave.,2425 N. Ocean Ave.,2425 N. Ocean Ave.,Farmingville,NY,11738,(631) 698-5763,40.82949235,-73.02044709,yes,yes,no,yes,
005090,Taco Bell #005090 - 7949 Calumet Ave,7949 Calumet Ave,7949 Calumet Ave,Munster,IN,46321,(219) 836-4102,41.56838674,-87.5085399,yes,yes,no,yes,
005095,Taco Bell #005095 - 13865 Eureka Rd.,13865 Eureka Rd.,13865 Eureka Rd.,Southgate,MI,48195,(734) 285-0909,42.19883111,-83.19256551,yes,yes,no,yes,
005096,Taco Bell #005096 - 2040 Savannah Hwy,2040 Savannah Hwy,2040 Savannah Hwy,Charleston,SC,29407,(843) 571-6121,32.79016977,-80.02999574,yes,yes,no,yes,
005099,Taco Bell #005099 - 1135 N Locust Avenue,1135 N Locust Avenue,1135 N Locust Avenue,Lawrenceburg,TN,38464,(931) 762-1446,35.25335346,-87.32653096,yes,yes,no,yes,
005101,Taco Bell #005101 - 200 N Wilson Rd,200 N Wilson Rd,200 N Wilson Rd,Columbus,OH,43204,(614) 272-1045,39.95889467,-83.09279412,yes,yes,no,yes,
005117,Taco Bell #005117 - 1623 Highway 25B,1623 Highway 25B,1623 Highway 25B,Heber Springs,AR,72543,(501) 362-7575,35.50869698,-92.02895953,yes,yes,no,yes,
005118,Taco Bell #005118 - 301 Highway 67 N,301 Highway 67 N,301 Highway 67 N,Newport,AR,72112,(870) 523-4116,35.60816353,-91.2522904,yes,yes,no,yes,
005119,Taco Bell #005119 - 15701 Annapolis Rd,15701 Annapolis Rd,15701 Annapolis Rd,Bowie,MD,20715,(301) 262-0454,38.97969515,-76.73275618,yes,yes,no,yes,
005121,Taco Bell #005121 - 2850 Winchester Ave,2850 Winchester Ave,2850 Winchester Ave,Ashland,KY,41101,(606) 324-5882,38.46996102,-82.62396417,yes,yes,no,yes,
005130,Taco Bell #005130 - 3562 S La Cienega Blvd,3562 S La Cienega Blvd,3562 S La Cienega Blvd,Los Angeles,CA,90016,(323) 954-9747,34.02257785,-118.3720046,yes,yes,yes,yes,
005140,Taco Bell #005140 - 78 N Dartmouth Mall,78 N Dartmouth Mall,78 N Dartmouth Mall,North Dartmouth,MA,2747,(508) 992-3600,41.64054583,-70.99150577,yes,yes,no,yes,
005141,Taco Bell #005141 - 1600 Wesel Blvd,1600 Wesel Blvd,1600 Wesel Blvd,Hagerstown,MD,21740,(301) 714-4726,39.6319828,-77.76116569,yes,yes,no,yes,
005142,Taco Bell #005142 - 9420 W Broad St,9420 W Broad St,9420 W Broad St,Richmond,VA,23294,(804) 273-1301,37.63898456,-77.55479217,yes,yes,no,yes,
005154,Taco Bell #005154 - 4103 Portsmouth Blvd,4103 Portsmouth Blvd,4103 Portsmouth Blvd,Chesapeake,VA,23321,(757) 488-1955,36.82375105,-76.40973602,yes,yes,no,yes,
005169,Taco Bell #005169 - 3703 FM 1960 Rd. W,3703 FM 1960 Rd. W,3703 FM 1960 Rd. W,Houston,TX,77068,(281) 583-0509,29.99478635,-95.48507988,yes,yes,no,yes,
005173,Taco Bell #005173 - 1104 S Main St,1104 S Main St,1104 S Main St,Bryan,OH,43506,(419) 636-7299,41.46244566,-84.55139011,yes,yes,no,yes,
005180,Taco Bell #005180 - 13057 Round Lake Blvd,13057 Round Lake Blvd,13057 Round Lake Blvd,Coon Rapids,MN,55448,(763) 323-4731,45.20823226,-93.35715473,yes,yes,yes,yes,
005181,Taco Bell #005181 - 379 E Chestnut Hill Plaza Rd,379 E Chestnut Hill Plaza Rd,379 E Chestnut Hill Plaza Rd,Newark,DE,19713,(302) 454-9938,39.66247524,-75.72539359,yes,yes,no,yes,
