note: This is not a comprehensive list of all Taco Bells. This is a list of all locations that have a store page on tacobell.com,,,,,,,,,,,,,,
data is current as of 28 August 2017,,,,,,,,,,,,,,
storeid,name,location-name,address,city,state,zip,phone,latitude,longitude,drive-thru,open-late,delivery,breakfast,combo w/
031280,Taco Bell #031280 - 5407 E Thompson Road,5407 E Thompson Road,5407 E Thompson Road,Indianapolis,IN,46237,(317) 791-0528,39.69429024,-86.07499943,yes,yes,no,yes,
031281,Taco Bell #031281 - 572 Route 18,572 Route 18,572 Route 18,East Brunswick,NJ,8816,(732) 210-2154,40.43749594,-74.39123158,yes,yes,no,yes,
031299,Taco Bell #031299 - 2338 N. Roosevelt Blvd,2338 N. Roosevelt Blvd,2338 N. Roosevelt Blvd,Key West,FL,33040,(305) 780-7950,24.56215529,-81.7769811,yes,yes,no,yes,
031300,Taco Bell #031300 - 4300 Highway 360,4300 Highway 360,4300 Highway 360,Fort Worth,TX,76155,(817) 864-0200,32.82580803,-97.06031094,yes,yes,no,yes,
031301,Taco Bell #031301 - 4510 Elkhart Road,4510 Elkhart Road,4510 Elkhart Road,Elkhart,IN,46517,(574) 875-4090,41.6262787,-85.90728003,yes,yes,no,yes,
031302,Taco Bell #031302 - 23709 Harper Avenue,23709 Harper Avenue,23709 Harper Avenue,Saint Clair Shores,MI,48080,(586) 773-1594,42.47013272,-82.90637615,yes,yes,no,yes,
031305,Taco Bell #031305 - 6910 10th St,6910 10th St,6910 10th St,Greeley,CO,80634,(970) 356-5727,40.42094965,-104.7918999,yes,yes,no,yes,
031308,Taco Bell #031308 - 6934 Parker Rd,6934 Parker Rd,6934 Parker Rd,Florissant,MO,63033,(314) 741-9743,38.79563097,-90.23304371,yes,yes,no,yes,
031311,Taco Bell #031311 - 10711 16th Ave SW,10711 16th Ave SW,10711 16th Ave SW,Seattle,WA,98146,(206) 431-0915,47.50670067,-122.3554088,yes,yes,yes,yes,
031312,Taco Bell #031312 - 2945 S 38th St,2945 S 38th St,2945 S 38th St,Tacoma,WA,98409,(253) 475-8880,47.22280814,-122.475544,yes,yes,no,yes,
031313,Taco Bell #031313 - 17809 108th Ave SE,17809 108th Ave SE,17809 108th Ave SE,Renton,WA,98055,(425) 228-5857,47.44270752,-122.1973794,yes,yes,yes,yes,
031314,Taco Bell #031314 - 12223 Meridian St,12223 Meridian St,12223 Meridian St,Puyallup,WA,98373,(253) 841-4685,47.14509633,-122.2924769,yes,yes,no,yes,
031315,Taco Bell #031315 - 15611 Pacific Ave,15611 Pacific Ave,15611 Pacific Ave,Tacoma,WA,98444,(253) 531-7982,47.11549485,-122.4343408,yes,yes,no,yes,
031316,Taco Bell #031316 - 2902 6th Avenue,2902 6th Avenue,2902 6th Avenue,Tacoma,WA,98406,(253) 627-2921,47.25504742,-122.4739004,yes,yes,no,yes,
031317,Taco Bell #031317 - 15223 Union Ave SW,15223 Union Ave SW,15223 Union Ave SW,Lakewood,WA,98498,(253) 581-0711,47.12047946,-122.5553457,yes,yes,no,yes,
031318,Taco Bell #031318 - 2615 North Pearl Street,2615 North Pearl Street,2615 North Pearl Street,Tacoma,WA,98406,(253) 752-5725,47.27193904,-122.5152152,yes,yes,no,yes,
031319,Taco Bell #031319 - 15059 1st Ave S,15059 1st Ave S,15059 1st Ave S,Burien,WA,98148,(206) 241-6944,47.4671682,-122.3342577,yes,yes,no,yes,
031320,Taco Bell #031320 - 27001 Pacific Hwy S,27001 Pacific Hwy S,27001 Pacific Hwy S,Kent,WA,98032,(253) 946-2949,47.35952344,-122.3090096,yes,yes,no,yes,
031321,Taco Bell #031321 - 10611 Pacific Ave,10611 Pacific Ave,10611 Pacific Ave,Tacoma,WA,98444,(253) 531-8611,47.16072454,-122.4338105,yes,yes,no,yes,
031322,Taco Bell #031322 - 1404 E. 72nd Street,1404 E. 72nd Street,1404 E. 72nd Street,Tacoma,WA,98404,(253) 474-1801,47.19146228,-122.4100515,yes,yes,no,yes,
031323,Taco Bell #031323 - 322 Washington Ave South,322 Washington Ave South,322 Washington Ave South,Kent,WA,98032,(253) 859-5212,47.3789754,-122.2469835,yes,yes,no,yes,
031324,Taco Bell #031324 - 8401 S. Tacoma Way,8401 S. Tacoma Way,8401 S. Tacoma Way,Tacoma,WA,98499,(253) 582-1321,47.18080199,-122.4833883,yes,yes,no,yes,
031325,Taco Bell #031325 - 16350 W Valley Hwy,16350 W Valley Hwy,16350 W Valley Hwy,Tukwila,WA,98188,(425) 226-1323,47.45710573,-122.2434062,yes,yes,yes,yes,
031326,"Taco Bell #031326 - 301 Wallace Kneeland Blvd, #155",301 Wallace Kneeland Blvd,"301 Wallace Kneeland Blvd, #155",Shelton,WA,98584,(360) 427-1659,47.23133846,-123.1230897,yes,yes,no,yes,
031327,Taco Bell #031327 - 5152 Pacific Highway East,5152 Pacific Highway East,5152 Pacific Highway East,Fife,WA,98424,(253) 922-8463,47.24275914,-122.3600873,yes,yes,no,yes,
031328,Taco Bell #031328 - 2031 S.W. Campus Drive,2031 S.W. Campus Drive,2031 S.W. Campus Drive,Federal Way,WA,98023,(253) 927-7693,47.30041944,-122.3605093,yes,yes,no,yes,
031329,Taco Bell #031329 - 1330 S 348th St,1330 S 348th St,1330 S 348th St,Federal Way,WA,98003,(253) 568-1088,47.29007064,-122.3165708,yes,yes,no,yes,
031330,Taco Bell #031330 - 11304 Canyon Road,11304 Canyon Road,11304 Canyon Road,Puyallup,WA,98373,(253) 539-0553,47.15267936,-122.3575822,yes,yes,no,yes,
031331,Taco Bell #031331 - 9511 Bridgeport Way SW,9511 Bridgeport Way SW,9511 Bridgeport Way SW,Lakewood,WA,98499,(253) 983-9601,47.17102774,-122.5169644,yes,yes,no,yes,
031332,Taco Bell #031332 - 6729 S. 19th Street,6729 S. 19th Street,6729 S. 19th Street,Tacoma,WA,98466,(253) 564-9013,47.24303497,-122.5285635,yes,yes,no,yes,
031333,Taco Bell #031333 - 1120 E Wishkah St,1120 E Wishkah St,1120 E Wishkah St,Aberdeen,WA,98520,(360) 538-1888,46.97758643,-123.8035173,yes,yes,no,yes,
031334,Taco Bell #031334 - 5006 132nd Street SE,5006 132nd Street SE,5006 132nd Street SE,Everett,WA,98208,(425) 337-6426,47.87737024,-122.1639239,yes,yes,no,yes,
031335,Taco Bell #031335 - 616 State Street,616 State Street,616 State Street,Marysville,WA,98270,(360) 653-8383,48.05431114,-122.176525,yes,yes,no,yes,
031336,Taco Bell #031336 - 515 SW 128th Street,515 SW 128th Street,515 SW 128th Street,Everett,WA,98204,(425) 353-7233,47.88228682,-122.2409114,yes,yes,no,yes,
031337,Taco Bell #031337 - 3815 Pacific Avenue S.E.,3815 Pacific Avenue S.E.,3815 Pacific Avenue S.E.,Lacey,WA,98503,(360) 459-1713,47.039727,-122.8375366,yes,yes,no,yes,
031338,Taco Bell #031338 - 1101 Cooper Point Rd SW,1101 Cooper Point Rd SW,1101 Cooper Point Rd SW,Olympia,WA,98502,(360) 943-1814,47.03795421,-122.9398184,yes,yes,no,yes,
031339,Taco Bell #031339 - 702 S Meridian,702 S Meridian,702 S Meridian,Puyallup,WA,98371,(253) 770-1054,47.18573957,-122.2939802,yes,yes,no,yes,
031340,Taco Bell #031340 - 1960 148th Avenue N.E.,1960 148th Avenue N.E.,1960 148th Avenue N.E.,Redmond,WA,98052,(425) 644-8902,47.62745812,-122.1427305,yes,yes,yes,yes,
031341,Taco Bell #031341 - 7431 Evergreen Way,7431 Evergreen Way,7431 Evergreen Way,Everett,WA,98203,(425) 513-1433,47.93033299,-122.2202181,yes,yes,no,yes,
031342,Taco Bell #031342 - 217 East College Way,217 East College Way,217 East College Way,Mount Vernon,WA,98273,(360) 428-6090,48.43619812,-122.3381723,yes,yes,no,yes,
031343,Taco Bell #031343 - 32780 State Highway 20,32780 State Highway 20,32780 State Highway 20,Oak Harbor,WA,98277,(360) 675-6868,48.3044581,-122.6452353,yes,yes,no,yes,
031344,Taco Bell #031344 - 320 Rainier Avenue South,320 Rainier Avenue South,320 Rainier Avenue South,Renton,WA,98055,(425) 254-1507,47.47904104,-122.2161243,yes,yes,yes,yes,
031345,Taco Bell #031345 - 1308 Burlington Blvd.,1308 Burlington Blvd.,1308 Burlington Blvd.,Burlington,WA,98233,(360) 757-7403,48.46074424,-122.3352756,yes,yes,no,yes,
031346,Taco Bell #031346 - 23920 104th Avenue S.E.,23920 104th Avenue S.E.,23920 104th Avenue S.E.,Kent,WA,98031,(253) 856-8011,47.38720436,-122.2017799,yes,yes,no,yes,
031347,Taco Bell #031347 - 1120 Belmont Ave,1120 Belmont Ave,1120 Belmont Ave,Centralia,WA,98531,(360) 736-9836,46.72933065,-122.9792565,yes,yes,no,yes,
031352,Taco Bell #031352 - 37 Lincoln Blvd,37 Lincoln Blvd,37 Lincoln Blvd,Lincoln,CA,95648,(916) 258-7685,38.87122674,-121.2978452,yes,yes,no,yes,
031388,Taco Bell #031388 - 303 US Highway 90 E,303 US Highway 90 E,303 US Highway 90 E,Hondo,TX,78861,(830) 426-2371,29.34820798,-99.12159298,yes,yes,no,yes,
031389,Taco Bell #031389 - 313 Tanger Blvd.,313 Tanger Blvd.,313 Tanger Blvd.,Locust Grove,GA,30248,(770) 954-1427,33.35203294,-84.12077044,yes,yes,no,no,
031390,Taco Bell #031390 - 1106 N. Main St,1106 N. Main St,1106 N. Main St,Adrian,MI,49221,(517) 759-3680,41.90826798,-84.03039808,yes,yes,no,yes,
031392,Taco Bell #031392 - 1300 North 60 Hwy,1300 North 60 Hwy,1300 North 60 Hwy,Monroe,MI,48162,(734) 625-1598,41.92551958,-83.36284369,yes,yes,no,yes,
031393,Taco Bell #031393 - 31100 Beck Rd,31100 Beck Rd,31100 Beck Rd,Novi,MI,48377,(248) 960-7018,42.52250693,-83.51690554,yes,yes,no,no,
031394,Taco Bell #031394 - 2150 Douglas Avenue,2150 Douglas Avenue,2150 Douglas Avenue,Brewton,AL,36426,(251) 867-5539,31.14097104,-87.06854434,yes,yes,no,no,
031395,Taco Bell #031395 - 8288 Marbach Rd,8288 Marbach Rd,8288 Marbach Rd,San Antonio,TX,78227,(210) 591-0665,29.41744669,-98.65379293,yes,yes,no,yes,
031396,Taco Bell #031396 - 6815 Bandera Rd,6815 Bandera Rd,6815 Bandera Rd,San Antonio,TX,78238,(210) 647-7309,29.49771592,-98.62108729,yes,yes,no,yes,
031397,Taco Bell #031397 - 725 Sidney Baker,725 Sidney Baker,725 Sidney Baker,Kerrville,TX,78028,(210) 591-0680,30.05114681,-99.13587481,yes,yes,no,yes,
031398,Taco Bell #031398 - 3006 SW Military Dr,3006 SW Military Dr,3006 SW Military Dr,San Antonio,TX,78224,(210) 928-9049,29.35668977,-98.54668964,yes,yes,no,yes,
031399,Taco Bell #031399 - 2501 Babcock Rd,2501 Babcock Rd,2501 Babcock Rd,San Antonio,TX,78229,(210) 591-0677,29.50673175,-98.58626832,yes,yes,no,yes,
031400,Taco Bell #031400 - 9300 Wurzbach Rd,9300 Wurzbach Rd,9300 Wurzbach Rd,San Antonio,TX,78240,(210) 591-0639,29.52846405,-98.56441677,yes,yes,no,yes,
031401,Taco Bell #031401 - 440 W Bandera Rd,440 W Bandera Rd,440 W Bandera Rd,Boerne,TX,78006,(830) 249-2325,29.78112656,-98.73675652,yes,yes,no,yes,
031402,Taco Bell #031402 - 1770 S Gen McMullen Dr,1770 S Gen McMullen Dr,1770 S Gen McMullen Dr,San Antonio,TX,78237,(210) 591-0715,29.39917903,-98.55730355,yes,yes,no,yes,
031403,Taco Bell #031403 - 101 University Dr,101 University Dr,101 University Dr,San Marcos,TX,78666,(512) 212-4550,29.8855973,-97.94146299,yes,yes,no,yes,
031404,Taco Bell #031404 - 12360 Leslie Road,12360 Leslie Road,12360 Leslie Road,Helotes,TX,78023,(210) 695-9105,29.55848107,-98.68116505,yes,yes,no,yes,
031405,Taco Bell #031405 - 11215 Culebra Rd.,11215 Culebra Rd.,11215 Culebra Rd.,San Antonio,TX,78254,(210) 688-9933,29.49756649,-98.71246127,yes,yes,no,yes,
031406,Taco Bell #031406 - 414 SW Military Dr,414 SW Military Dr,414 SW Military Dr,San Antonio,TX,78221,(210) 923-3224,29.35627686,-98.49788449,yes,yes,no,yes,
031407,Taco Bell #031407 - 14421 US Hwy 87 West,14421 US Hwy 87 West,14421 US Hwy 87 West,La Vernia,TX,78121,(830) 779-5333,29.35685084,-98.13479662,yes,yes,no,yes,
031408,Taco Bell #031408 - 880 East Main Street,880 East Main Street,880 East Main Street,Ephrata,PA,17522,(717) 733-8888,40.1648043,-76.1555394,yes,yes,no,yes,
031409,Taco Bell #031409 - 3606 N Golden State Blvd.,3606 N Golden State Blvd.,3606 N Golden State Blvd.,Turlock,CA,95382,(209) 668-3830,37.52583682,-120.8813694,yes,yes,no,yes,
031416,Taco Bell #031416 - 840 Fifth Street,840 Fifth Street,840 Fifth Street,Gonzales,CA,93926,(831) 675-1003,36.5138618,-121.4361341,yes,yes,no,yes,
031417,Taco Bell #031417 - 119 SE 4th Street,119 SE 4th Street,119 SE 4th Street,Laurel,MT,59044,(406) 628-7966,45.6655794,-108.7705842,yes,yes,no,yes,
031418,Taco Bell #031418 - 632 Overland Ave,632 Overland Ave,632 Overland Ave,Burley,ID,83318,(208) 678-6919,42.563372,-113.792354,yes,yes,no,yes,
031419,Taco Bell #031419 - 506 Jonesborough Road,506 Jonesborough Road,506 Jonesborough Road,Erwin,TN,37650,(423) 330-6542,36.150874,-82.4178425,yes,yes,no,yes,
031420,Taco Bell #031420 - 1439 N Milwaukee Avenue,1439 N Milwaukee Avenue,1439 N Milwaukee Avenue,Chicago,IL,60622,(773) 661-2607,41.90817139,-87.67356382,no,no,yes,no,
031421,Taco Bell #031421 - 8039 Hwy 49 North,8039 Hwy 49 North,8039 Hwy 49 North,Brookland,AR,72417,(870) 336-0775,35.90688114,-90.58903319,yes,yes,no,yes,
031422,Taco Bell #031422 - 21118 N. US Hwy 281,21118 N. US Hwy 281,21118 N. US Hwy 281,San Antonio,TX,78259,(210) 481-9925,29.63968694,-98.45384156,yes,yes,no,yes,
031424,Taco Bell #031424 - 3400 S Louise Avenue,3400 S Louise Avenue,3400 S Louise Avenue,Sioux Falls,SD,57106,(605) 361-8891,43.51390227,-96.77064255,yes,yes,no,yes,
031425,Taco Bell #031425 - 3309 E 10th St,3309 E 10th St,3309 E 10th St,Sioux Falls,SD,57103,(605) 331-4048,43.5463342,-96.68431082,yes,yes,no,yes,
031426,Taco Bell #031426 - 1611 West 41st Street,1611 West 41st Street,1611 West 41st Street,Sioux Falls,SD,57105,(605) 336-8986,43.51453336,-96.74555719,yes,yes,no,yes,
031427,Taco Bell #031427 - 3808 North Cliff Avenue,3808 North Cliff Avenue,3808 North Cliff Avenue,Sioux Falls,SD,57104,(605) 978-1771,43.58869081,-96.71094595,yes,no,no,yes,
031428,Taco Bell #031428 - 4100 West 12th Street,4100 West 12th Street,4100 West 12th Street,Sioux Falls,SD,57105,(605) 336-7089,43.54439653,-96.77397043,yes,yes,no,yes,
031430,Taco Bell #031430 - 812 S Minnesota Ave,812 S Minnesota Ave,812 S Minnesota Ave,Sioux Falls,SD,57104,(605) 335-7059,43.53822677,-96.73086331,yes,yes,no,yes,
031431,Taco Bell #031431 - 1806 W Vernon Avenue,1806 W Vernon Avenue,1806 W Vernon Avenue,Kinston,NC,28501,(252) 527-5555,35.2706118,-77.60568441,yes,yes,no,yes,
031432,Taco Bell #031432 - 5710 S NC 41 Hwy,5710 S NC 41 Hwy,5710 S NC 41 Hwy,Wallace,NC,28466,(910) 285-8677,34.74048832,-77.97622277,yes,yes,no,yes,
031433,Taco Bell #031433 - 1410 Sunset Avenue,1410 Sunset Avenue,1410 Sunset Avenue,Clinton,NC,28328,(910) 592-1269,34.99201225,-78.35184462,yes,yes,no,yes,
031434,Taco Bell #031434 - 800 N Pine St,800 N Pine St,800 N Pine St,Spartanburg,SC,29303,(864) 582-3395,34.96795086,-81.93304543,yes,yes,no,yes,
031435,Taco Bell #031435 - 1301J W Wade Hampton Blvd,1301J W Wade Hampton Blvd,1301J W Wade Hampton Blvd,Greer,SC,29651,(864) 879-8487,34.94148029,-82.2589463,yes,yes,no,yes,
031436,Taco Bell #031436 - 708 N Main,708 N Main,708 N Main,Summerville,SC,29483,(843) 875-0669,33.0282963,-80.16932711,yes,yes,no,yes,
031437,Taco Bell #031437 - 981 Bacons Bridge Rd,981 Bacons Bridge Rd,981 Bacons Bridge Rd,Summerville,SC,29485,(843) 875-9496,32.99673032,-80.18525809,yes,yes,no,yes,
031438,Taco Bell #031438 - 1884 E. Main St.,1884 E. Main St.,1884 E. Main St.,Spartanburg,SC,29307,(864) 582-7143,34.96820781,-81.89242244,yes,yes,no,no,
031439,Taco Bell #031439 - 600 Grand Central Ave,600 Grand Central Ave,600 Grand Central Ave,Vienna,WV,26105,(304) 295-5622,39.30449085,-81.54901972,yes,yes,no,yes,
031440,Taco Bell #031440 - 1225 Stafford Dr,1225 Stafford Dr,1225 Stafford Dr,Princeton,WV,24740,(304) 487-6076,37.36177513,-81.09689802,yes,yes,no,yes,
031441,Taco Bell #031441 - 1104 N. Eisenhower Dr.,1104 N. Eisenhower Dr.,1104 N. Eisenhower Dr.,Beckley,WV,25801,(304) 256-6389,37.80080486,-81.17916405,yes,yes,no,yes,
031442,Taco Bell #031442 - 978 E. State Street,978 E. State Street,978 E. State Street,Athens,OH,45701,(740) 592-2266,39.33648193,-82.05962464,yes,yes,no,yes,
031443,Taco Bell #031443 - 342 Pike Street,342 Pike Street,342 Pike Street,Marietta,OH,45750,(740) 373-9124,39.41236809,-81.43412411,yes,yes,no,yes,
031444,Taco Bell #031444 - 137 Village Lane,137 Village Lane,137 Village Lane,Hazard,KY,41701,(606) 436-3383,37.28204472,-83.22724347,yes,yes,no,yes,
031445,Taco Bell #031445 - 3951 College Ave,3951 College Ave,3951 College Ave,Bluefield,VA,24605,(276) 322-1303,37.23991656,-81.25420687,yes,yes,no,yes,
031446,Taco Bell #031446 - 2201 West Highway 71,2201 West Highway 71,2201 West Highway 71,La Grange,TX,78945,(979) 968-3401,29.90349865,-96.90902654,yes,yes,no,no,
031447,Taco Bell #031447 - 7123 Village Pkwy,7123 Village Pkwy,7123 Village Pkwy,Dublin,CA,94568,(925) 833-0713,37.7095683,-121.9262038,yes,yes,yes,yes,
031448,Taco Bell #031448 - 410 Moraga Rd,410 Moraga Rd,410 Moraga Rd,Moraga,CA,94556,(925) 376-8071,37.85954924,-122.1244323,yes,no,yes,no,
031449,Taco Bell #031449 - 1700 Contra Costa Blvd,1700 Contra Costa Blvd,1700 Contra Costa Blvd,Pleasant Hill,CA,94523,(925) 680-0280,37.95318451,-122.0597295,yes,yes,yes,yes,
031450,Taco Bell #031450 - 500 Contra Costa Blvd,500 Contra Costa Blvd,500 Contra Costa Blvd,Pleasant Hill,CA,94523,(925) 680-6030,37.98123404,-122.0675093,yes,yes,yes,yes,
031451,Taco Bell #031451 - 6030 Johnson Dr,6030 Johnson Dr,6030 Johnson Dr,Pleasanton,CA,94588,(925) 416-1414,37.70065397,-121.908821,yes,yes,yes,yes,
031453,"Taco Bell #031453 - 4001 Santa Rita Rd, Ste 6",4001 Santa Rita Rd,"4001 Santa Rita Rd, Ste 6",Pleasanton,CA,94588,(925) 734-9034,37.69769776,-121.8744975,no,yes,yes,no,
031454,Taco Bell #031454 - 860 Gravenstein Hwy North,860 Gravenstein Hwy North,860 Gravenstein Hwy North,Sebastopol,CA,95472,(707) 824-1500,38.40901578,-122.8405336,yes,yes,no,no,
031455,Taco Bell #031455 - 1221 Concord Avenue,1221 Concord Avenue,1221 Concord Avenue,Concord,CA,94520,(925) 798-7088,37.98079746,-122.0558418,yes,yes,yes,yes,
031457,Taco Bell #031457 - 930 Seventh Street,930 Seventh Street,930 Seventh Street,Novato,CA,94945,(415) 878-0230,38.10696037,-122.5779632,yes,yes,no,yes,
031458,Taco Bell #031458 - 2400 N. Main St.,2400 N. Main St.,2400 N. Main St.,Walnut Creek,CA,94596,(925) 932-9321,37.91330694,-122.0652317,yes,yes,yes,yes,
031459,Taco Bell #031459 - 1701 N. Main St.,1701 N. Main St.,1701 N. Main St.,Altus,OK,73521,(580) 482-7612,34.65600027,-99.33461577,yes,yes,no,yes,
031460,Taco Bell #031460 - 4839 NW 39th Street,4839 NW 39th Street,4839 NW 39th Street,Oklahoma City,OK,73122,(405) 787-5043,35.51178696,-97.609799,yes,yes,no,yes,
031461,Taco Bell #031461 - 6801 N May Ave.,6801 N May Ave.,6801 N May Ave.,Oklahoma City,OK,73116,(405) 842-8516,35.54028726,-97.56608538,yes,yes,no,yes,
031462,Taco Bell #031462 - 5704 NW Expressway,5704 NW Expressway,5704 NW Expressway,Warr Acres,OK,73132,(405) 721-0658,35.54665074,-97.61368632,yes,yes,no,yes,
031463,Taco Bell #031463 - 6200 College Drive,6200 College Drive,6200 College Drive,Suffolk,VA,23435,(757) 483-0800,36.87904983,-76.42300663,yes,yes,no,yes,
031465,Taco Bell #031465 - 1104 E. Southline,1104 E. Southline,1104 E. Southline,Tuscola,IL,61953,(217) 253-4086,39.79205692,-88.26935653,yes,yes,no,yes,
031467,Taco Bell #031467 - 1000 Spring Street,1000 Spring Street,1000 Spring Street,Belton,TX,76513,(254) 613-4787,31.05230346,-97.45467921,yes,yes,no,yes,
031469,Taco Bell #031469 - 560 D Street,560 D Street,560 D Street,Fort Richardson,AK,99505,(907) 222-1955,61.25796432,-149.6738888,yes,yes,no,yes,
031472,Taco Bell #031472 - 23759 West Road,23759 West Road,23759 West Road,Brownstown Township,MI,48183,(734) 675-2517,42.13761421,-83.26309277,yes,yes,no,yes,
031473,Taco Bell #031473 - 12910 Brown Bridge Road,12910 Brown Bridge Road,12910 Brown Bridge Road,Covington,GA,30016,(770) 787-4880,33.57876111,-83.96172523,yes,yes,no,yes,
031478,Taco Bell #031478 - 914 East 66th Avenue,914 East 66th Avenue,914 East 66th Avenue,Gallup,NM,87301,(505) 863-4887,35.52990582,-108.7300451,yes,yes,no,yes,
031479,Taco Bell #031479 - 838 N Highway 491,838 N Highway 491,838 N Highway 491,Gallup,NM,87301,(505) 722-7610,35.53421411,-108.7583445,yes,yes,no,yes,
031480,Taco Bell #031480 - 2902 N Main,2902 N Main,2902 N Main,Durango,CO,81301,(970) 259-5588,37.29622272,-107.8723622,yes,no,no,yes,
031482,Taco Bell #031482 - 1300 East Main Street,1300 East Main Street,1300 East Main Street,Cortez,CO,81321,(970) 565-7494,37.34921725,-108.5690714,yes,yes,no,yes,
031483,Taco Bell #031483 - 3095 West Historical Hwy 66,3095 West Historical Hwy 66,3095 West Historical Hwy 66,Gallup,NM,87301,(505) 722-7612,35.50743092,-108.817906,yes,yes,no,yes,
031485,Taco Bell #031485 - 3191 S. 76th Street,3191 S. 76th Street,3191 S. 76th Street,Milwaukee,WI,53219,(414) 727-2226,42.98613096,-88.00816973,yes,yes,no,yes,
031486,Taco Bell #031486 - 2404 S Oneida Street,2404 S Oneida Street,2404 S Oneida Street,Ashwaubenon,WI,54304,(920) 499-9992,44.48602579,-88.06802899,yes,yes,no,yes,
031487,Taco Bell #031487 - 5630 W North Ave,5630 W North Ave,5630 W North Ave,Milwaukee,WI,53208,(414) 871-9031,43.06091755,-87.98378058,yes,yes,no,yes,
031488,Taco Bell #031488 - 510 N Mayfair Rd,510 N Mayfair Rd,510 N Mayfair Rd,Wauwatosa,WI,53226,(414) 771-3959,43.03670721,-88.04666116,yes,no,no,yes,
031489,Taco Bell #031489 - 2056 S Hastings,2056 S Hastings,2056 S Hastings,Eau Claire,WI,54701,(715) 836-9588,44.79763075,-91.46549195,yes,yes,no,yes,
031490,Taco Bell #031490 - 2210 W Wisconsin Ave,2210 W Wisconsin Ave,2210 W Wisconsin Ave,Milwaukee,WI,53233,(414) 344-7778,43.03894174,-87.94090189,yes,yes,no,yes,
031491,Taco Bell #031491 - 2840 West College Avenue,2840 West College Avenue,2840 West College Avenue,Appleton,WI,54914,(920) 733-6292,44.26235794,-88.45056657,yes,yes,no,yes,
031492,Taco Bell #031492 - 2810 N Richmond,2810 N Richmond,2810 N Richmond,Appleton,WI,54911,(920) 733-8060,44.28763497,-88.41538538,yes,yes,no,yes,
031493,Taco Bell #031493 - 5560 Port Washington Rd N,5560 Port Washington Rd N,5560 Port Washington Rd N,Glendale,WI,53217,(414) 964-4360,43.118099,-87.91623473,yes,yes,no,yes,
031494,Taco Bell #031494 - 1529 W Mason St,1529 W Mason St,1529 W Mason St,Green Bay,WI,54303,(920) 494-1143,44.52266268,-88.06216393,yes,yes,no,yes,
031495,Taco Bell #031495 - 2512 Craig Rd,2512 Craig Rd,2512 Craig Rd,Eau Claire,WI,54701,(715) 835-1887,44.79244471,-91.51959367,yes,yes,no,yes,
031496,Taco Bell #031496 - 450 3rd St,450 3rd St,450 3rd St,Menasha,WI,54952,(920) 727-0755,44.20509879,-88.44643866,yes,yes,no,yes,
031497,Taco Bell #031497 - 4143 North 76th Street,4143 North 76th Street,4143 North 76th Street,Milwaukee,WI,53222,(414) 527-1227,43.09286857,-88.00764165,yes,yes,no,yes,
031498,Taco Bell #031498 - 4141 Mormon Coulee Ct,4141 Mormon Coulee Ct,4141 Mormon Coulee Ct,La Crosse,WI,54601,(608) 788-3811,43.77257549,-91.21798843,yes,yes,no,yes,
031499,Taco Bell #031499 - 2230 University Ave,2230 University Ave,2230 University Ave,Green Bay,WI,54302,(920) 465-3573,44.5124604,-87.96655123,yes,yes,no,yes,
031500,Taco Bell #031500 - 3221 East Express Court,3221 East Express Court,3221 East Express Court,Appleton,WI,54915,(920) 830-4924,44.25885802,-88.3594573,yes,yes,no,yes,
031501,Taco Bell #031501 - 5751 West Fon Du Lac,5751 West Fon Du Lac,5751 West Fon Du Lac,Milwaukee,WI,53216,(414) 875-8562,43.09676822,-87.98567176,yes,yes,no,yes,
031502,Taco Bell #031502 - 315 West Avenue North,315 West Avenue North,315 West Avenue North,La Crosse,WI,54601,(608) 785-3124,43.81427187,-91.23950779,yes,yes,no,yes,
031503,Taco Bell #031503 - 2220 Main Street,2220 Main Street,2220 Main Street,Green Bay,WI,54302,(920) 406-8150,44.48552654,-87.97181775,yes,yes,no,yes,
031504,Taco Bell #031504 - 1171 Westowne Dr,1171 Westowne Dr,1171 Westowne Dr,Neenah,WI,54956,(920) 729-4423,44.17426322,-88.49348632,yes,yes,no,yes,
031505,Taco Bell #031505 - 4133 Harbor Town Lane,4133 Harbor Town Lane,4133 Harbor Town Lane,Manitowoc,WI,54220,(920) 652-9629,44.07601697,-87.70081808,yes,yes,no,yes,
031506,Taco Bell #031506 - 5420 South 108th Street,5420 South 108th Street,5420 South 108th Street,Hales Corners,WI,53130,(414) 425-0895,42.94591938,-88.04751277,yes,yes,no,yes,
031507,Taco Bell #031507 - 6268 S. 27th Street,6268 S. 27th Street,6268 S. 27th Street,Milwaukee,WI,53221,(414) 761-3335,42.93125912,-87.94867069,yes,yes,no,yes,
031508,Taco Bell #031508 - 540 Main Street,540 Main Street,540 Main Street,Orange,NJ,7050,(862) 252-7371,40.77549119,-74.23768037,yes,yes,no,yes,
031509,Taco Bell #031509 - 2420 Cedar St,2420 Cedar St,2420 Cedar St,Holt,MI,48842,(517) 694-1537,42.65243604,-84.5294023,yes,yes,no,yes,
031510,Taco Bell #031510 - 2563 Charlestown Rd,2563 Charlestown Rd,2563 Charlestown Rd,New Albany,IN,47150,(812) 948-8861,38.3125235,-85.80661319,yes,yes,no,yes,
031511,Taco Bell #031511 - 105 Settlers Center Rd,105 Settlers Center Rd,105 Settlers Center Rd,Taylorsville,KY,40071,(502) 477-2204,38.04272019,-85.34201369,no,yes,no,no,
